Habituality,Concordance
0,"bout groups called- back in the day there used to be groups called uh, the Epsilons, the El Corals, Yo"
0,"hocolate city it's not the sleepy town it used to be, it used to be a s- sleepy /t-/ sleepy town at nig"
0,"ocaine and then I even went to uh, detox, used to be over at DC General, I went there. I w- I went the"
0,"ew about Elvis Presley too. So I really wanted to be uh, a rock star, I wanted to be you know a rock a"
0,"really wanted to be uh, a rock star, I wanted to be you know a rock and roller, I wanted to learn how"
0,th hero- the cocaine in the eighties when I would be in the methadone program I would get kicked out o
0,you know two o'clock in the morning streets would be like hey. Relatively you know empty you know. But
0,"kers, little sugar and a little water, that would be our cereal. You know uh, either we would get gove"
0,"he shit been broken into. All that. You know. Be- be careful about your friends, who you invite around"
0,"'em, but as people get older, /i-/ they not gonna be able to do all them steps, you know (laughing). u"
0,n in North Carolina visiting. I'm- I'm only gonna be down there for a weekend. She came home one day a
0,"d for life. Cause they don't feel like they gonna be here long anyway. So, /??/ we just trying not to"
0,to make me mad cause that motivated me cause I'd be mad cause he wouldn't pronounce my name right. Bu
0,"y social life was messed up playing football. I'd be too tired and too sore. So then it dawned on me,"
0,"e cause well she said I was sneaky, you know. I'd be sitting in one place, and she turn around I'm sit"
0,"be herself. Stop tryna impress people. /?/. Just be yours- be yourself. Mm. How long have you been, u"
0,"g. The shit been broken into. All that. You know. Be- be careful about your friends, who you invite aro"
0,"Well, making myself use my right hand, you know. Be walking, make yourself, you know, make me take th"
0,"dog? Yeah. We walk down there. So, I said, let's- be down there. Cause the liquor stores open at six t"
0,"te spicy. Mm. Yeah. Spicy sweet. /Might e-/ might be A One sauce, you know, cause it's a little dark."
0,"sixty two years old. So you know, sh- she should be herself. Stop tryna impress people. /?/. Just be"
0,"area. And hell, used to be, you know- That should be quiet as shit. Mm-hm. Do you, um- can you describ"
0,"/say that/? A room? Shit, that w- that w- should be definitely a house note. /?/ Man, my second wife,"
0,"aising kids, and they doing things they shouldn't be doing, and hey really nobody's spending time with"
0,"ou know, somebody tryna cross the street, they'll be saying, uh, so-and-so need need to get out of the"
0,"Huh. Damn. Yeah, cause I was- I just happened to be on that side in the morning. I spent the night ov"
0,"ixty eight, so I'm- I'm grateful just to- just to be able to get back here. You know. So every day- It"
0,eally sympathize with 'em cause I'm- I'm lucky to be alive. You know? I- Cause I went in the service i
0,"here long anyway. So, /??/ we just trying not to be a /fact/. So what are some, like- what are some o"
0,"ol. They turned that into a- th- th- That used to be a misdemeanor, taking a car. See why would you ne"
0,"t they'd already moved from Baltimore. It used to be the Baltimore Bullets, then they moved to Washing"
0,"s considered a high crime area. And hell, used to be, you know- That should be quiet as shit. Mm-hm. Do"
0,"t get along with everybody, but that- that was to be expected. Now I ran track- and I ran track. I won"
0,"ignore me. But it's cool (burping) cause I wanna be ignored. /You know?/ (laughing) Hm. Yeah. Yeah, l"
0,"eps with that right leg you know. Cause legs will be kicking out. This one be walking straight, and th"
0,"f. Stop tryna impress people. /?/. Just be yours- be yourself. Mm. How long have you been, um- Were yo"
0,d be worse.] [Right!] [Right!] [ See? Be humble.] Be humble. [ Right.] [Right. It could be worse. It c
0,"w I'm'a- When I drive down, I'm'a look for it and be like, oh, [Yeah. ] [now I know somebody who] live"
0,"I do. So I might just have to get used to it, and be who I am because I've- and I have to love who I a"
0,"uce cause [if I go like a] little black place and be like, /this [ain't real]/. [Yes.] [You're gonna g"
0,"anted to [I just wanted to talk, yeah.] [talk and be the star.] Like, cause if they gonna think I'm- t"
0,"-hm. but when you're young, you're as pure as can be. You're like- you're like, oh I don't like you, or"
0,"much set up for their students, so that they can be successful, and now that I'm in Maryland, it's ki"
0,o-] [I'm not] mad cause there's no- Yeah. You can be wherever you are. Hm. Hey Grandpa! Thanks. Sign t
0,ing from a very lenient environment where I could be an individual to a school where it's all ROTC- JR
0,"le. [ Right.] [Right. It could be worse. It could be worse.] [Um, okay. So you've never] had your [own"
0,or in [the living room.] [Okay? So it's- it could be worse.] [Right!] [Right!] [ See? Be humble.] Be h
0,"Be humble.] Be humble. [ Right.] [Right. It could be worse. It could be worse.] [Um, okay. So you've n"
0,"ing. The baby] needs- [Like, ah!] [tell her don't be doing that-] [ No, my] mom [was- my mom.] [Oh, oh"
0,"she was jumping around the house. [Tell her don't be jumping. The baby] needs- [Like, ah!] [tell her d"
0,"she's really excited because she's finally gonna be a aunt. And um, cause like, all her siblings- lik"
0,"n everyone says that to me, I feel like I'm gonna be fine, [/but like-/] [Because it's] not just about"
0,"na pick at me for this, I'm- at least I'm'a gonna be smart. [I did the same thing.] [Yes. I was always"
0,"s graduated this year. And it's gonna- it's gonna be so hard. I think I'm'a still come down here now,"
0,some back- back bone because the world not gonna be that nice to you! [Mm.] [And I] was like- ever si
0,"to my um, my freshman year of college. So, [gonna be moving-] [But you'll be gone], so it doesn't e- R"
0,as just gonna keep on speaking and that was gonna be your thing because you did it so well at such a y
0,"otta give. Some- You're gonna be [fine. You gonna be fine.] [Yeah, I- I feel like- And] that's- and th"
0,"t got- Something's gotta give. Some- You're gonna be [fine. You gonna be fine.] [Yeah, I- I feel like-"
0,"lot of people tell me, you're okay. You're gonna be okay cause you're- You have like, Youth of the Ye"
0,"d I know I be up there reciting my poem, and I'll be crying and /empty/ all emotional, and then I look"
0,"ou'll be gone], so it doesn't e- Right, [and I'll be driving] [] like, with a full license by then, so"
0,"ng] [] like, with a full license by then, so I'll be good. I'll still be able to come to the Boys and"
0,"just about the grades. You know what I mean? It'd be different if you were going into like, not even j"
0,"ht- it might be deep. It might not. It might just be a journaling entry, how I'm feeling a certain day"
0,mart or she'll say something smart. And we'd just be going [back and forth.] [How'd y'all get close?]
0,"e school, and that's when people would come to me be like, dang, you- you nice. You- you got words. Yo"
0,st write it out. And it might- it might- it might be deep. It might not. It might just be a journaling
0,"Go on/ Youtube or something like, that should not be what you're worrying about. Your life- You should"
0,"my grandparents so I feel like that would kind of be disrespectful [/Spectful/.] to be like, oh, I'm'a"
0,what do you feel like helped you learn to really be comfortable with who you are? What- was there a s
0,t's- it could be worse.] [Right!] [Right!] [ See? Be humble.] Be humble. [ Right.] [Right. It could be
0,what you're worrying about. Your life- You should be enjoying your life at this point in your life. Th
0,"full license by then, so I'll be good. I'll still be able to come to the Boys and Girls Club. And you'"
0,". I'm [not gonna] go knock on their door. [That'd be weird] to stalk her. [Right.] [] Right. Um, so wh"
0,"o- Like, every day we would come home and they'll be people like, smoking and drinking in front of [ou"
0,"rkland.] [When I was] in Parkland. Mm. So they'll be people smoking and drinking like, in front of our"
0,"he like, y'all gonna interview Mr. /RD-NAME-2/ to be your new team [director.] [How many] people- how"
0,can have something else about our childhood [to] be excited about. Cause my mom had [T-] plenty of co
0,"RD-SCHOOL-5/ got shut down. It got closed down to be turned into a police station um, my fifth grade y"
0,"er, for Keystone. And I wasn't even old enough to be in Keystone yet, but they still took me on the tr"
